% x,y,c (mol/m^3) @ t=0,c (mol/m^3) @ t=100,c (mol/m^3) @ t=200,c (mol/m^3) @ t=300,c (mol/m^3) @ t=400,c (mol/m^3) @ t=500,c (mol/m^3) @ t=600,c (mol/m^3) @ t=700,c (mol/m^3) @ t=800,c (mol/m^3) @ t=900,c (mol/m^3) @ t=1000,c (mol/m^3) @ t=1100,c (mol/m^3) @ t=1200,c (mol/m^3) @ t=1300,c (mol/m^3) @ t=1400,c (mol/m^3) @ t=1500,c (mol/m^3) @ t=1600,c (mol/m^3) @ t=1700,c (mol/m^3) @ t=1800,c (mol/m^3) @ t=1900,c (mol/m^3) @ t=2000,c (mol/m^3) @ t=2100,c (mol/m^3) @ t=2200,c (mol/m^3) @ t=2300,c (mol/m^3) @ t=2400,c (mol/m^3) @ t=2500,c (mol/m^3) @ t=2600,c (mol/m^3) @ t=2700,c (mol/m^3) @ t=2800,c (mol/m^3) @ t=2900,c (mol/m^3) @ t=3000
2514.418172,721.1207493,5.86E-04,6.06E-04,6.28E-04,6.52E-04,6.77E-04,7.05E-04,7.35E-04,7.67E-04,8.03E-04,8.43E-04,8.86E-04,9.35E-04,9.89E-04,0.001048779,0.001119586,0.001198494,0.001287366,0.001398396,0.001524897,0.001672107,0.001874302,0.002112685,0.002410793,0.002922658,0.003563816,0.004354856,0.005560602,0.007717358,0.012520479,0.027301938,3.74E+09
2465.665358,751.4182836,5.40E-04,5.58E-04,5.78E-04,6.00E-04,6.23E-04,6.49E-04,6.76E-04,7.06E-04,7.40E-04,7.76E-04,8.15E-04,8.61E-04,9.11E-04,9.66E-04,0.001030805,0.001103455,0.001185279,0.001287505,0.001403975,0.001539512,0.001725672,0.001945152,0.002219621,0.002690896,0.003281211,0.004009522,0.005119655,0.007105383,0.011527624,0.025136937,3.74E+09
2416.711491,781.551743,4.95E-04,5.13E-04,5.31E-04,5.51E-04,5.72E-04,5.96E-04,6.21E-04,6.48E-04,6.79E-04,7.12E-04,7.49E-04,7.90E-04,8.36E-04,8.86E-04,9.46E-04,0.001012986,0.001088101,0.001181946,0.001288867,0.001413291,0.001584189,0.001785674,0.00203764,0.002470276,0.003012193,0.003680792,0.004699908,0.006522831,0.010582504,0.023076026,3.74E+09
2368.053028,811.48855,4.54E-04,4.69E-04,4.86E-04,5.04E-04,5.24E-04,5.45E-04,5.68E-04,5.94E-04,6.22E-04,6.52E-04,6.85E-04,7.23E-04,7.65E-04,8.12E-04,8.66E-04,9.27E-04,9.96E-04,0.001082037,0.001179921,0.001293828,0.00145028,0.001634733,0.001865401,0.002261467,0.002757576,0.00336966,0.004302631,0.005971465,0.00968798,0.021125443,3.74E+09
2319.467388,842.074379,4.13E-04,4.27E-04,4.43E-04,4.59E-04,4.77E-04,4.96E-04,5.18E-04,5.40E-04,5.66E-04,5.94E-04,6.24E-04,6.59E-04,6.97E-04,7.39E-04,7.89E-04,8.44E-04,9.07E-04,9.85E-04,0.001074428,0.001178151,0.001320615,0.001488577,0.001698622,0.002059277,0.002511031,0.00306839,0.003917947,0.005437576,0.008821811,0.01923669,3.74E+09
2270.305609,871.8440087,3.76E-04,3.89E-04,4.03E-04,4.18E-04,4.34E-04,4.52E-04,4.71E-04,4.92E-04,5.15E-04,5.40E-04,5.68E-04,5.99E-04,6.34E-04,6.72E-04,7.18E-04,7.68E-04,8.25E-04,8.96E-04,9.78E-04,0.001071928,0.001201548,0.001354367,0.001545474,0.001873612,0.002284635,0.002791743,0.003564704,0.004947323,0.008026434,0.017502304,3.74E+09
2220.266591,901.2345765,3.41E-04,3.53E-04,3.66E-04,3.79E-04,3.94E-04,4.10E-04,4.28E-04,4.46E-04,4.68E-04,4.91E-04,5.16E-04,5.44E-04,5.76E-04,6.10E-04,6.52E-04,6.98E-04,7.49E-04,8.14E-04,8.88E-04,9.73E-04,0.001091013,0.001229774,0.0014033,0.001701252,0.002074464,0.002534921,0.003236774,0.004492202,0.007288055,0.015892208,3.74E+09
2171.681007,931.0534091,3.08E-04,3.19E-04,3.30E-04,3.43E-04,3.56E-04,3.71E-04,3.86E-04,4.04E-04,4.23E-04,4.43E-04,4.66E-04,4.92E-04,5.20E-04,5.52E-04,5.89E-04,6.30E-04,6.77E-04,7.36E-04,8.02E-04,8.80E-04,9.86E-04,0.001111434,0.001268262,0.001537542,0.00187484,0.002290987,0.002925302,0.004059921,0.006586732,0.014362917,3.74E+09
2124.590898,962.1110126,2.77E-04,2.86E-04,2.96E-04,3.07E-04,3.19E-04,3.32E-04,3.47E-04,3.62E-04,3.79E-04,3.98E-04,4.18E-04,4.41E-04,4.67E-04,4.95E-04,5.28E-04,5.65E-04,6.07E-04,6.60E-04,7.19E-04,7.89E-04,8.84E-04,9.97E-04,0.001137421,0.00137892,0.001681421,0.002054636,0.002623512,0.003641077,0.005907207,0.012881157,3.74E+09
2076.38577,989.8516512,2.50E-04,2.59E-04,2.68E-04,2.78E-04,2.89E-04,3.01E-04,3.14E-04,3.27E-04,3.43E-04,3.60E-04,3.78E-04,3.99E-04,4.22E-04,4.48E-04,4.78E-04,5.12E-04,5.49E-04,5.97E-04,6.51E-04,7.14E-04,8.00E-04,9.02E-04,0.001028897,0.001247355,0.001520993,0.001858599,0.002373197,0.003293674,0.005343589,0.011652143,3.74E+09
2023.852069,1020.242264,2.23E-04,2.31E-04,2.39E-04,2.48E-04,2.58E-04,2.69E-04,2.80E-04,2.92E-04,3.06E-04,3.21E-04,3.38E-04,3.56E-04,3.77E-04,4.00E-04,4.27E-04,4.57E-04,4.91E-04,5.33E-04,5.81E-04,6.37E-04,7.14E-04,8.05E-04,9.19E-04,0.001113935,0.001358304,0.001659799,0.002119355,0.002941376,0.004772027,0.010405801,3.74E+09
1980.593152,1057.866114,1.93E-04,2.00E-04,2.07E-04,2.15E-04,2.23E-04,2.32E-04,2.42E-04,2.53E-04,2.65E-04,2.78E-04,2.92E-04,3.08E-04,3.26E-04,3.46E-04,3.69E-04,3.95E-04,4.25E-04,4.61E-04,5.03E-04,5.51E-04,6.18E-04,6.97E-04,7.95E-04,9.64E-04,0.00117521,0.001436065,0.001833674,0.002544889,0.004128776,0.009003139,3.74E+09
1940.976921,1101.084788,1.63E-04,1.68E-04,1.74E-04,1.81E-04,1.88E-04,1.95E-04,2.04E-04,2.13E-04,2.23E-04,2.34E-04,2.46E-04,2.59E-04,2.74E-04,2.91E-04,3.11E-04,3.33E-04,3.57E-04,3.88E-04,4.23E-04,4.64E-04,5.20E-04,5.86E-04,6.69E-04,8.11E-04,9.89E-04,0.00120818,0.001542694,0.002141049,0.003473594,0.007574462,3.74E+09
1887.195835,1115.744585,1.53E-04,1.58E-04,1.64E-04,1.70E-04,1.77E-04,1.84E-04,1.92E-04,2.00E-04,2.10E-04,2.20E-04,2.31E-04,2.44E-04,2.58E-04,2.74E-04,2.92E-04,3.13E-04,3.36E-04,3.65E-04,3.98E-04,4.37E-04,4.90E-04,5.52E-04,6.30E-04,7.63E-04,9.31E-04,0.001137614,0.00145259,0.002015996,0.003270711,0.00713206,3.74E+09
1795.103678,1156.624779,1.29E-04,1.33E-04,1.38E-04,1.43E-04,1.49E-04,1.55E-04,1.62E-04,1.69E-04,1.77E-04,1.85E-04,1.95E-04,2.06E-04,2.18E-04,2.31E-04,2.46E-04,2.64E-04,2.83E-04,3.08E-04,3.35E-04,3.68E-04,4.12E-04,4.65E-04,5.30E-04,6.43E-04,7.84E-04,9.58E-04,0.001223016,0.001697379,0.002753793,0.006004876,3.74E+09
1844.867999,1152.880544,1.31E-04,1.36E-04,1.40E-04,1.46E-04,1.51E-04,1.57E-04,1.64E-04,1.71E-04,1.80E-04,1.88E-04,1.98E-04,2.09E-04,2.21E-04,2.34E-04,2.50E-04,2.68E-04,2.88E-04,3.13E-04,3.41E-04,3.74E-04,4.19E-04,4.72E-04,5.39E-04,6.53E-04,7.96E-04,9.73E-04,0.001242758,0.001724779,0.002798247,0.006101812,3.74E+09
1766.854896,1207.701594,1.03E-04,1.07E-04,1.10E-04,1.15E-04,1.19E-04,1.24E-04,1.29E-04,1.35E-04,1.41E-04,1.48E-04,1.56E-04,1.64E-04,1.74E-04,1.84E-04,1.97E-04,2.11E-04,2.26E-04,2.46E-04,2.68E-04,2.94E-04,3.30E-04,3.72E-04,4.24E-04,5.14E-04,6.27E-04,7.66E-04,9.78E-04,0.001357237,0.002201953,0.004801545,3.74E+09
1708.12053,1210.582876,1.02E-04,1.05E-04,1.09E-04,1.13E-04,1.18E-04,1.22E-04,1.28E-04,1.33E-04,1.39E-04,1.46E-04,1.54E-04,1.62E-04,1.72E-04,1.82E-04,1.94E-04,2.08E-04,2.24E-04,2.43E-04,2.65E-04,2.90E-04,3.25E-04,3.67E-04,4.19E-04,5.07E-04,6.19E-04,7.56E-04,9.65E-04,0.001339836,0.002173723,0.004739986,3.74E+09
1618.986719,1259.988405,8.12E-05,8.40E-05,8.70E-05,9.02E-05,9.37E-05,9.76E-05,1.02E-04,1.06E-04,1.11E-04,1.17E-04,1.23E-04,1.29E-04,1.37E-04,1.45E-04,1.55E-04,1.66E-04,1.78E-04,1.94E-04,2.11E-04,2.32E-04,2.60E-04,2.93E-04,3.34E-04,4.05E-04,4.94E-04,6.03E-04,7.70E-04,0.001068771,0.001733953,0.003781031,3.74E+09
1677.101696,1256.732796,8.24E-05,8.53E-05,8.83E-05,9.16E-05,9.52E-05,9.91E-05,1.03E-04,1.08E-04,1.13E-04,1.18E-04,1.25E-04,1.31E-04,1.39E-04,1.47E-04,1.57E-04,1.69E-04,1.81E-04,1.97E-04,2.14E-04,2.35E-04,2.64E-04,2.97E-04,3.39E-04,4.11E-04,5.01E-04,6.12E-04,7.82E-04,0.001085112,0.001760463,0.003838839,3.74E+09
1530.788839,1309.957177,6.40E-05,6.62E-05,6.86E-05,7.11E-05,7.39E-05,7.69E-05,8.02E-05,8.37E-05,8.77E-05,9.20E-05,9.67E-05,1.02E-04,1.08E-04,1.15E-04,1.22E-04,1.31E-04,1.41E-04,1.53E-04,1.66E-04,1.83E-04,2.05E-04,2.31E-04,2.63E-04,3.19E-04,3.89E-04,4.75E-04,6.07E-04,8.43E-04,0.001366966,0.002980785,3.74E+09
1589.289985,1308.346046,6.45E-05,6.67E-05,6.91E-05,7.17E-05,7.45E-05,7.75E-05,8.08E-05,8.44E-05,8.84E-05,9.27E-05,9.75E-05,1.03E-04,1.09E-04,1.15E-04,1.23E-04,1.32E-04,1.42E-04,1.54E-04,1.68E-04,1.84E-04,2.06E-04,2.32E-04,2.65E-04,3.22E-04,3.92E-04,4.79E-04,6.12E-04,8.49E-04,0.001377686,0.003004162,3.74E+09
1444.593724,1358.704475,5.03E-05,5.20E-05,5.39E-05,5.59E-05,5.81E-05,6.05E-05,6.30E-05,6.58E-05,6.89E-05,7.23E-05,7.60E-05,8.02E-05,8.49E-05,9.00E-05,9.61E-05,1.03E-04,1.10E-04,1.20E-04,1.31E-04,1.43E-04,1.61E-04,1.81E-04,2.07E-04,2.51E-04,3.06E-04,3.74E-04,4.77E-04,6.62E-04,0.001074317,0.002342639,3.74E+09
1501.858201,1358.5163,5.03E-05,5.21E-05,5.39E-05,5.60E-05,5.81E-05,6.05E-05,6.31E-05,6.59E-05,6.90E-05,7.24E-05,7.61E-05,8.03E-05,8.49E-05,9.01E-05,9.62E-05,1.03E-04,1.11E-04,1.20E-04,1.31E-04,1.44E-04,1.61E-04,1.81E-04,2.07E-04,2.51E-04,3.06E-04,3.74E-04,4.78E-04,6.63E-04,0.001075335,0.002344859,3.74E+09
1358.904245,1439.615741,3.31E-05,3.42E-05,3.54E-05,3.68E-05,3.82E-05,3.97E-05,4.14E-05,4.33E-05,4.53E-05,4.75E-05,5.00E-05,5.28E-05,5.58E-05,5.92E-05,6.32E-05,6.76E-05,7.26E-05,7.89E-05,8.60E-05,9.43E-05,1.06E-04,1.19E-04,1.36E-04,1.65E-04,2.01E-04,2.46E-04,3.14E-04,4.35E-04,7.06E-04,0.001540318,3.74E+09
1411.348153,1408.811699,3.89E-05,4.02E-05,4.17E-05,4.32E-05,4.49E-05,4.68E-05,4.88E-05,5.09E-05,5.33E-05,5.59E-05,5.88E-05,6.21E-05,6.56E-05,6.96E-05,7.43E-05,7.95E-05,8.54E-05,9.28E-05,1.01E-04,1.11E-04,1.24E-04,1.40E-04,1.60E-04,1.94E-04,2.37E-04,2.89E-04,3.69E-04,5.12E-04,8.31E-04,0.001812082,3.74E+09
1312.196234,1529.002117,2.02E-05,2.09E-05,2.17E-05,2.25E-05,2.34E-05,2.43E-05,2.54E-05,2.65E-05,2.77E-05,2.91E-05,3.06E-05,3.23E-05,3.41E-05,3.62E-05,3.86E-05,4.14E-05,4.44E-05,4.83E-05,5.26E-05,5.77E-05,6.47E-05,7.29E-05,8.32E-05,1.01E-04,1.23E-04,1.50E-04,1.92E-04,2.66E-04,4.32E-04,9.42E-04,3.74E+09
1359.673221,1498.451222,2.40E-05,2.48E-05,2.57E-05,2.67E-05,2.77E-05,2.89E-05,3.01E-05,3.14E-05,3.29E-05,3.45E-05,3.63E-05,3.83E-05,4.05E-05,4.30E-05,4.59E-05,4.91E-05,5.27E-05,5.73E-05,6.25E-05,6.85E-05,7.68E-05,8.65E-05,9.88E-05,1.20E-04,1.46E-04,1.78E-04,2.28E-04,3.16E-04,5.13E-04,0.00111837,3.74E+09
1314.663983,1586.69546,1.45E-05,1.50E-05,1.55E-05,1.61E-05,1.67E-05,1.74E-05,1.82E-05,1.90E-05,1.99E-05,2.09E-05,2.19E-05,2.31E-05,2.45E-05,2.59E-05,2.77E-05,2.97E-05,3.19E-05,3.46E-05,3.77E-05,4.14E-05,4.64E-05,5.23E-05,5.96E-05,7.23E-05,8.82E-05,1.08E-04,1.38E-04,1.91E-04,3.10E-04,6.76E-04,3.74E+09
1270.118385,1630.321709,1.12E-05,1.16E-05,1.20E-05,1.24E-05,1.29E-05,1.34E-05,1.40E-05,1.46E-05,1.53E-05,1.61E-05,1.69E-05,1.78E-05,1.89E-05,2.00E-05,2.14E-05,2.29E-05,2.46E-05,2.67E-05,2.91E-05,3.19E-05,3.58E-05,4.03E-05,4.60E-05,5.58E-05,6.80E-05,8.31E-05,1.06E-04,1.47E-04,2.39E-04,5.21E-04,3.74E+09
1208.938955,1705.802668,7.02E-06,7.26E-06,7.52E-06,7.80E-06,8.10E-06,8.43E-06,8.79E-06,9.18E-06,9.61E-06,1.01E-05,1.06E-05,1.12E-05,1.18E-05,1.26E-05,1.34E-05,1.43E-05,1.54E-05,1.67E-05,1.83E-05,2.00E-05,2.24E-05,2.53E-05,2.89E-05,3.50E-05,4.27E-05,5.21E-05,6.66E-05,9.24E-05,1.50E-04,3.27E-04,3.74E+09
1247.896813,1682.340267,8.13E-06,8.41E-06,8.71E-06,9.03E-06,9.39E-06,9.77E-06,1.02E-05,1.06E-05,1.11E-05,1.17E-05,1.23E-05,1.30E-05,1.37E-05,1.45E-05,1.55E-05,1.66E-05,1.79E-05,1.94E-05,2.11E-05,2.32E-05,2.60E-05,2.93E-05,3.34E-05,4.05E-05,4.94E-05,6.04E-05,7.71E-05,1.07E-04,1.74E-04,3.79E-04,3.74E+09
1206.713353,1751.08744,5.25E-06,5.43E-06,5.63E-06,5.84E-06,6.06E-06,6.31E-06,6.58E-06,6.87E-06,7.20E-06,7.55E-06,7.93E-06,8.37E-06,8.86E-06,9.39E-06,1.00E-05,1.07E-05,1.15E-05,1.25E-05,1.37E-05,1.50E-05,1.68E-05,1.89E-05,2.16E-05,2.62E-05,3.19E-05,3.90E-05,4.98E-05,6.91E-05,1.12E-04,2.45E-04,3.74E+09
1171.784999,1792.513132,4.00E-06,4.14E-06,4.29E-06,4.45E-06,4.62E-06,4.81E-06,5.01E-06,5.23E-06,5.48E-06,5.75E-06,6.04E-06,6.38E-06,6.75E-06,7.16E-06,7.64E-06,8.18E-06,8.79E-06,9.54E-06,1.04E-05,1.14E-05,1.28E-05,1.44E-05,1.65E-05,1.99E-05,2.43E-05,2.97E-05,3.79E-05,5.27E-05,8.54E-05,1.86E-04,3.74E+09
1159.582735,1844.824079,2.81E-06,2.91E-06,3.01E-06,3.13E-06,3.25E-06,3.38E-06,3.52E-06,3.68E-06,3.85E-06,4.04E-06,4.25E-06,4.49E-06,4.75E-06,5.03E-06,5.37E-06,5.75E-06,6.18E-06,6.71E-06,7.32E-06,8.02E-06,8.99E-06,1.01E-05,1.16E-05,1.40E-05,1.71E-05,2.09E-05,2.67E-05,3.70E-05,6.01E-05,1.31E-04,3.74E+09
1123.738748,1877.42685,2.25E-06,2.32E-06,2.41E-06,2.50E-06,2.59E-06,2.70E-06,2.81E-06,2.94E-06,3.08E-06,3.23E-06,3.39E-06,3.58E-06,3.79E-06,4.02E-06,4.29E-06,4.59E-06,4.93E-06,5.36E-06,5.84E-06,6.41E-06,7.18E-06,8.10E-06,9.24E-06,1.12E-05,1.37E-05,1.67E-05,2.13E-05,2.96E-05,4.80E-05,1.05E-04,3.74E+09
1076.592374,1923.367526,1.63E-06,1.68E-06,1.74E-06,1.81E-06,1.88E-06,1.95E-06,2.04E-06,2.13E-06,2.23E-06,2.34E-06,2.46E-06,2.59E-06,2.74E-06,2.91E-06,3.11E-06,3.32E-06,3.57E-06,3.88E-06,4.23E-06,4.64E-06,5.20E-06,5.86E-06,6.69E-06,8.11E-06,9.88E-06,1.21E-05,1.54E-05,2.14E-05,3.47E-05,7.57E-05,3.74E+09
1051.849921,1981.587088,1.07E-06,1.10E-06,1.14E-06,1.19E-06,1.23E-06,1.28E-06,1.34E-06,1.40E-06,1.46E-06,1.53E-06,1.61E-06,1.70E-06,1.80E-06,1.91E-06,2.04E-06,2.18E-06,2.34E-06,2.55E-06,2.78E-06,3.04E-06,3.41E-06,3.85E-06,4.39E-06,5.32E-06,6.49E-06,7.93E-06,1.01E-05,1.40E-05,2.28E-05,4.97E-05,3.74E+09
1013.165776,2026.849286,7.63E-07,7.89E-07,8.17E-07,8.48E-07,8.80E-07,9.17E-07,9.56E-07,9.98E-07,1.05E-06,1.10E-06,1.15E-06,1.22E-06,1.29E-06,1.36E-06,1.46E-06,1.56E-06,1.67E-06,1.82E-06,1.98E-06,2.18E-06,2.44E-06,2.75E-06,3.14E-06,3.80E-06,4.64E-06,5.67E-06,7.23E-06,1.00E-05,1.63E-05,3.55E-05,3.74E+09
989.0479728,2080.726971,5.06E-07,5.24E-07,5.42E-07,5.63E-07,5.84E-07,6.08E-07,6.34E-07,6.62E-07,6.94E-07,7.28E-07,7.65E-07,8.07E-07,8.54E-07,9.06E-07,9.67E-07,1.03E-06,1.11E-06,1.21E-06,1.32E-06,1.44E-06,1.62E-06,1.82E-06,2.08E-06,2.52E-06,3.08E-06,3.76E-06,4.80E-06,6.66E-06,1.08E-05,2.36E-05,3.74E+09
960.425388,2128.752184,3.48E-07,3.60E-07,3.73E-07,3.87E-07,4.02E-07,4.18E-07,4.36E-07,4.56E-07,4.77E-07,5.00E-07,5.26E-07,5.55E-07,5.87E-07,6.23E-07,6.65E-07,7.12E-07,7.65E-07,8.30E-07,9.06E-07,9.93E-07,1.11E-06,1.25E-06,1.43E-06,1.74E-06,2.12E-06,2.59E-06,3.30E-06,4.58E-06,7.44E-06,1.62E-05,3.74E+09
925.1971613,2175.850011,2.39E-07,2.47E-07,2.56E-07,2.66E-07,2.76E-07,2.87E-07,3.00E-07,3.13E-07,3.28E-07,3.44E-07,3.61E-07,3.81E-07,4.04E-07,4.28E-07,4.57E-07,4.89E-07,5.25E-07,5.71E-07,6.22E-07,6.82E-07,7.65E-07,8.62E-07,9.84E-07,1.19E-06,1.45E-06,1.78E-06,2.27E-06,3.15E-06,5.11E-06,1.11E-05,3.74E+09
895.8108107,2221.741877,1.65E-07,1.70E-07,1.76E-07,1.83E-07,1.90E-07,1.98E-07,2.06E-07,2.15E-07,2.26E-07,2.37E-07,2.49E-07,2.63E-07,2.78E-07,2.94E-07,3.14E-07,3.36E-07,3.61E-07,3.93E-07,4.28E-07,4.69E-07,5.26E-07,5.93E-07,6.77E-07,8.21E-07,1.00E-06,1.22E-06,1.56E-06,2.17E-06,3.52E-06,7.67E-06,3.74E+09
867.0492439,2271.059123,1.09E-07,1.13E-07,1.17E-07,1.21E-07,1.26E-07,1.31E-07,1.37E-07,1.43E-07,1.50E-07,1.57E-07,1.65E-07,1.74E-07,1.84E-07,1.95E-07,2.09E-07,2.23E-07,2.40E-07,2.60E-07,2.84E-07,3.11E-07,3.49E-07,3.94E-07,4.49E-07,5.44E-07,6.64E-07,8.11E-07,1.04E-06,1.44E-06,2.33E-06,5.09E-06,3.74E+09
838.6712006,2320.261351,7.19E-08,7.43E-08,7.70E-08,7.99E-08,8.30E-08,8.64E-08,9.00E-08,9.40E-08,9.85E-08,1.03E-07,1.09E-07,1.15E-07,1.21E-07,1.29E-07,1.37E-07,1.47E-07,1.58E-07,1.71E-07,1.87E-07,2.05E-07,2.30E-07,2.59E-07,2.96E-07,3.58E-07,4.37E-07,5.34E-07,6.82E-07,9.46E-07,1.53E-06,3.35E-06,3.74E+09
809.4498799,2369.428159,4.69E-08,4.85E-08,5.02E-08,5.21E-08,5.41E-08,5.64E-08,5.88E-08,6.13E-08,6.43E-08,6.74E-08,7.08E-08,7.48E-08,7.91E-08,8.39E-08,8.95E-08,9.59E-08,1.03E-07,1.12E-07,1.22E-07,1.34E-07,1.50E-07,1.69E-07,1.93E-07,2.34E-07,2.85E-07,3.48E-07,4.45E-07,6.17E-07,1.00E-06,2.18E-06,3.74E+09
779.6763423,2418.016487,3.05E-08,3.15E-08,3.27E-08,3.39E-08,3.52E-08,3.66E-08,3.82E-08,3.99E-08,4.18E-08,4.38E-08,4.60E-08,4.86E-08,5.14E-08,5.45E-08,5.82E-08,6.23E-08,6.69E-08,7.27E-08,7.93E-08,8.69E-08,9.74E-08,1.10E-07,1.25E-07,1.52E-07,1.85E-07,2.26E-07,2.89E-07,4.01E-07,6.51E-07,1.42E-06,3.74E+09
749.9424948,2466.530362,1.97E-08,2.03E-08,2.11E-08,2.18E-08,2.27E-08,2.36E-08,2.46E-08,2.57E-08,2.69E-08,2.83E-08,2.97E-08,3.13E-08,3.32E-08,3.52E-08,3.75E-08,4.02E-08,4.32E-08,4.69E-08,5.11E-08,5.61E-08,6.28E-08,7.08E-08,8.08E-08,9.80E-08,1.19E-07,1.46E-07,1.86E-07,2.59E-07,4.20E-07,9.15E-07,3.74E+09
720.0687651,2514.922864,1.26E-08,1.30E-08,1.35E-08,1.40E-08,1.45E-08,1.51E-08,1.58E-08,1.65E-08,1.72E-08,1.81E-08,1.90E-08,2.01E-08,2.12E-08,2.25E-08,2.40E-08,2.57E-08,2.76E-08,3.00E-08,3.27E-08,3.59E-08,4.02E-08,4.53E-08,5.17E-08,6.27E-08,7.64E-08,9.34E-08,1.19E-07,1.66E-07,2.69E-07,5.86E-07,3.74E+09
690.0021127,2563.210066,7.99E-09,8.26E-09,8.56E-09,8.88E-09,9.22E-09,9.60E-09,1.00E-08,1.04E-08,1.09E-08,1.15E-08,1.21E-08,1.27E-08,1.35E-08,1.43E-08,1.53E-08,1.63E-08,1.75E-08,1.90E-08,2.08E-08,2.28E-08,2.55E-08,2.88E-08,3.28E-08,3.98E-08,4.85E-08,5.93E-08,7.57E-08,1.05E-07,1.71E-07,3.72E-07,3.74E+09
659.6867323,2611.493739,5.03E-09,5.20E-09,5.39E-09,5.59E-09,5.80E-09,6.04E-09,6.30E-09,6.58E-09,6.89E-09,7.23E-09,7.60E-09,8.02E-09,8.48E-09,8.99E-09,9.60E-09,1.03E-08,1.10E-08,1.20E-08,1.31E-08,1.43E-08,1.61E-08,1.81E-08,2.07E-08,2.51E-08,3.06E-08,3.73E-08,4.77E-08,6.62E-08,1.07E-07,2.34E-07,3.74E+09
629.1575522,2659.929055,3.13E-09,3.24E-09,3.36E-09,3.48E-09,3.62E-09,3.77E-09,3.93E-09,4.10E-09,4.29E-09,4.50E-09,4.73E-09,5.00E-09,5.29E-09,5.61E-09,5.98E-09,6.41E-09,6.88E-09,7.47E-09,8.15E-09,8.94E-09,1.00E-08,1.13E-08,1.29E-08,1.56E-08,1.90E-08,2.33E-08,2.97E-08,4.13E-08,6.69E-08,1.46E-07,3.74E+09
598.8830423,2708.563684,1.93E-09,2.00E-09,2.07E-09,2.15E-09,2.23E-09,2.32E-09,2.42E-09,2.53E-09,2.65E-09,2.78E-09,2.92E-09,3.08E-09,3.26E-09,3.46E-09,3.69E-09,3.95E-09,4.24E-09,4.61E-09,5.03E-09,5.51E-09,6.18E-09,6.96E-09,7.95E-09,9.63E-09,1.17E-08,1.44E-08,1.83E-08,2.54E-08,4.13E-08,9.00E-08,3.74E+09
569.3305612,2757.378211,1.18E-09,1.22E-09,1.26E-09,1.31E-09,1.36E-09,1.42E-09,1.48E-09,1.54E-09,1.62E-09,1.69E-09,1.78E-09,1.88E-09,1.99E-09,2.11E-09,2.25E-09,2.41E-09,2.59E-09,2.81E-09,3.07E-09,3.36E-09,3.77E-09,4.25E-09,4.85E-09,5.88E-09,7.17E-09,8.76E-09,1.12E-08,1.55E-08,2.52E-08,5.49E-08,3.74E+09
539.277565,2805.939597,7.15E-10,7.39E-10,7.66E-10,7.94E-10,8.25E-10,8.59E-10,8.96E-10,9.35E-10,9.80E-10,1.03E-09,1.08E-09,1.14E-09,1.21E-09,1.28E-09,1.37E-09,1.46E-09,1.57E-09,1.71E-09,1.86E-09,2.04E-09,2.29E-09,2.58E-09,2.94E-09,3.56E-09,4.35E-09,5.31E-09,6.78E-09,9.41E-09,1.53E-08,3.33E-08,3.74E+09
509.3886115,2854.490811,4.30E-10,4.44E-10,4.60E-10,4.78E-10,4.96E-10,5.16E-10,5.38E-10,5.62E-10,5.89E-10,6.18E-10,6.49E-10,6.85E-10,7.25E-10,7.69E-10,8.21E-10,8.78E-10,9.44E-10,1.02E-09,1.12E-09,1.23E-09,1.37E-09,1.55E-09,1.77E-09,2.14E-09,2.61E-09,3.19E-09,4.08E-09,5.66E-09,9.18E-09,2.00E-08,3.74E+09
479.5417439,2903.033981,2.56E-10,2.65E-10,2.74E-10,2.85E-10,2.96E-10,3.08E-10,3.21E-10,3.35E-10,3.51E-10,3.68E-10,3.87E-10,4.08E-10,4.32E-10,4.58E-10,4.89E-10,5.24E-10,5.62E-10,6.11E-10,6.66E-10,7.30E-10,8.19E-10,9.23E-10,1.05E-09,1.28E-09,1.56E-09,1.90E-09,2.43E-09,3.37E-09,5.47E-09,1.19E-08,3.74E+09
2902.842141,540.0932134,8.95E-04,9.26E-04,9.59E-04,9.94E-04,0.001032975,0.001075327,0.001121116,0.001170668,0.001226108,0.001286271,0.001351812,0.001427027,0.00150956,0.001600687,0.001708755,0.001829187,0.001964827,0.002134285,0.002327357,0.002552035,0.002860631,0.003224461,0.003679446,0.004460674,0.005439233,0.006646548,0.008486805,0.011778527,0.019109234,0.041669254,3.74E+09
2854.279108,570.1408875,8.41E-04,8.70E-04,9.01E-04,9.35E-04,9.71E-04,0.001010906,0.001053952,0.001100535,0.001152654,0.001209212,0.001270827,0.001341536,0.001419125,0.001504793,0.001606387,0.001719604,0.001847117,0.002006424,0.002187928,0.002399146,0.002689255,0.003031289,0.003459016,0.004193442,0.005113378,0.006248365,0.007978374,0.011072895,0.017964432,0.039172919,3.74E+09
2805.719844,600.1933376,7.88E-04,8.15E-04,8.44E-04,8.76E-04,9.10E-04,9.47E-04,9.87E-04,0.001031139,0.001079971,0.001132963,0.001190693,0.001256943,0.00132964,0.001409905,0.001505093,0.001611171,0.001730644,0.001879905,0.002049965,0.002247864,0.00251968,0.002840146,0.003240902,0.003929018,0.004790945,0.005854363,0.007475284,0.010374675,0.016831655,0.036702807,3.74E+09
